,id,output
1356,1417,"[ 0.95630354  0.5069052  -1.7530596  -1.2320452   0.9195132   1.6345493
  0.03039131  0.56143886  0.45167267 -0.64191216 -1.6581618  -0.6014974
  1.1840183   1.0242914   0.85892177  0.22422023 -1.1000973   0.00687896
  1.1932243   1.0959178 ]"
1357,1855,"[ 0.31726688 -0.04620674 -0.7800209  -0.43902844  0.14729021  0.72031814
  0.3648963   0.18716812  0.2118611  -0.2412275  -0.8067004   0.1264981
  0.32892957  0.66679907  0.14389223  0.41415817 -0.60786635  0.18388489
  0.24775532  0.6235744 ]"
1358,1429,"[ 0.61150956  0.14252797 -1.1868768  -0.76821655  0.4562163   1.0242647
  0.2615817   0.36621308  0.29411608 -0.3392699  -1.0899932  -0.08916681
  0.6437708   0.86314327  0.4420542   0.3688213  -0.85352534  0.22930588
  0.60957575  0.87408024]"
1359,1788,"[ 0.60072017  0.14464585 -1.1371084  -0.7712431   0.3937112   1.1204758
  0.2160102   0.2892337   0.30931288 -0.4032774  -1.1561409  -0.18302992
  0.65991515  0.8166243   0.39377156  0.32109722 -0.8059968   0.0664622
  0.64081514  0.8031422 ]"
1360,447,"[ 0.71289724  0.3019258  -1.3234394  -0.9075964   0.61934215  1.1969104
  0.09051689  0.41239935  0.3716868  -0.46220443 -1.2152728  -0.36148798
  0.8375142   0.7869083   0.6232996   0.2089793  -0.8888559   0.05136363
  0.85245204  0.87330616]"
1361,2094,"[ 0.63596934  0.282168   -1.3593299  -0.8483956   0.65580547  1.2521445
  0.18172047  0.46430305  0.334789   -0.5100279  -1.2724797  -0.2894345
  0.83069474  0.87257004  0.5528831   0.30513465 -0.91610855  0.07213605
  0.7780406   0.8463535 ]"
1362,448,"[ 1.1995363   0.69278055 -2.031874   -1.5159061   1.0472004   1.9169465
 -0.12277381  0.5788564   0.5191979  -0.75529784 -1.9102433  -0.88803935
  1.4479645   1.065418    1.0657724   0.09256815 -1.1989262  -0.08001426
  1.5382819   1.2161124 ]"
1363,165,"[ 0.3012067  -0.09248796 -0.74861556 -0.40043992  0.11383373  0.66983324
  0.4107934   0.16846731  0.18507956 -0.21692921 -0.7695315   0.17122048
  0.2891267   0.6394375   0.0939275   0.439491   -0.606485    0.2112839
  0.19339451  0.61973757]"
1364,905,"[ 0.1963173  -0.0432161  -0.43500364 -0.22224721  0.0817957   0.27195355
  0.21187048  0.14476965  0.13939707 -0.10174956 -0.3876686   0.1390574
  0.12435972  0.35078698  0.14387725  0.24220186 -0.43300703  0.15952428
  0.08471104  0.43507662]"
1365,594,"[ 1.1365705   0.60960793 -1.7947931  -1.4277809   0.9208488   1.7062767
 -0.15033364  0.4807754   0.5385889  -0.6981036  -1.7542593  -0.82417214
  1.307873    0.9023541   0.9820056   0.06539343 -1.1062917  -0.1364011
  1.3985622   1.1186707 ]"
1366,1608,"[-0.18789238 -0.42830807  0.22388498  0.30302405 -0.46053088 -0.352614
  0.47388968 -0.10956549 -0.03601672  0.17680441  0.12453289  0.62148446
 -0.46807423  0.14623505 -0.3631911   0.39616168 -0.09717933  0.32966858
 -0.5695429   0.16919437]"
1367,1521,"[ 0.4936238  -0.02670359 -0.99936724 -0.6368788   0.24074137  0.8636552
  0.44123948  0.25594646  0.2686605  -0.25352573 -1.0294155   0.1345527
  0.45568737  0.85428387  0.23691107  0.5218323  -0.7959464   0.28945145
  0.3718729   0.86087424]"
1368,1310,"[ 0.7363808   0.33105138 -1.4643273  -1.0224104   0.66514903  1.3416138
  0.1297522   0.4273943   0.33140352 -0.56276053 -1.362657   -0.40751097
  0.94000554  0.87234443  0.5955374   0.27394113 -0.9588659   0.08836535
  0.91350055  0.9000864 ]"
1369,573,"[ 0.9063893   0.5893189  -1.7765789  -1.2298099   0.99972856  1.8412242
 -0.0792039   0.5595395   0.4722779  -0.7694173  -1.7439932  -0.82470256
  1.3092942   0.93202263  0.8697642   0.1376647  -1.0190709  -0.22949876
  1.3240126   0.9183363 ]"
1370,1314,"[ 0.43687722 -0.0063794  -0.89264935 -0.5626702   0.20584182  0.79128075
  0.2945201   0.18615484  0.23180017 -0.2859922  -0.89095175  0.04987638
  0.42548084  0.67098516  0.22128022  0.38052392 -0.6846272   0.18686804
  0.37751615  0.70395744]"
1371,2455,"[ 0.48446655  0.08967853 -1.1138026  -0.6968368   0.3742651   1.1429133
  0.27173287  0.25352702  0.2840816  -0.43636665 -1.1350529  -0.12133379
  0.6373762   0.7735096   0.29226956  0.37340593 -0.74504405  0.06187479
  0.5749636   0.69206214]"
1372,2315,"[ 0.6255177   0.14821173 -1.1465803  -0.78783935  0.41229975  1.0644786
  0.19894801  0.28731608  0.32263437 -0.40362602 -1.14363    -0.16298853
  0.6625779   0.7697025   0.42870653  0.31642845 -0.80662966  0.09151836
  0.6418976   0.81693375]"
1373,1871,"[ 1.0100765   0.5988094  -1.7859914  -1.3226961   0.94694024  1.7621453
 -0.08336895  0.50364214  0.49587685 -0.72491246 -1.7281021  -0.79051375
  1.2931045   0.94037837  0.8894771   0.10063806 -1.0542139  -0.14736122
  1.343516    1.0137655 ]"
1374,1622,"[ 0.1643406  -0.09791498 -0.4510098  -0.200196    0.0171125   0.33211836
  0.33419847  0.13489419  0.11347885 -0.13411051 -0.4337207   0.20397072
  0.10127395  0.41241908  0.039235    0.35709375 -0.4403808   0.20340215
  0.04510788  0.43976575]"
1375,1418,"[ 0.15689132 -0.13167523 -0.42090252 -0.14453873 -0.02198168  0.27454376
  0.352406    0.12567319  0.11145438 -0.07877567 -0.38298184  0.24979568
  0.05615159  0.41889808  0.04668915  0.3482553  -0.43406513  0.21942942
 -0.00924436  0.45298824]"
1376,1747,"[ 0.32654157 -0.03276046 -0.6639581  -0.38433707  0.12652239  0.61507463
  0.2294434   0.1270321   0.1777034  -0.23868307 -0.6704355   0.03675485
  0.3165113   0.5019458   0.16048674  0.27955472 -0.51457876  0.09456635
  0.26566657  0.5049468 ]"
1377,2344,"[ 0.559716    0.1528616  -1.1205589  -0.7460667   0.39123923  1.0719361
  0.22283086  0.2495549   0.30656976 -0.4157247  -1.1228547  -0.17700928
  0.66306186  0.77209496  0.37212804  0.3244275  -0.79012007  0.09807057
  0.6175319   0.7599484 ]"
1378,1223,"[ 0.3683554   0.07198031 -0.7066211  -0.4511495   0.23355323  0.6031958
  0.16598505  0.2144452   0.21447289 -0.21600123 -0.65813863 -0.0305933
  0.34104225  0.5305032   0.2541101   0.21358007 -0.5833642   0.105617
  0.33296075  0.569556  ]"
1379,185,"[ 0.86442405  0.36811838 -1.7060581  -1.1719438   0.76964086  1.6523311
  0.19561566  0.48761243  0.41882548 -0.65271497 -1.6825022  -0.4728918
  1.1174052   1.0402324   0.6798361   0.3577764  -1.0915949   0.04125175
  1.0818455   1.0848119 ]"
1380,1953,"[ 1.0163095   0.513181   -1.7340647  -1.2656128   0.86319077  1.5585396
  0.00895684  0.5313869   0.46248445 -0.58642465 -1.611674   -0.6050159
  1.1638199   1.016171    0.8972206   0.1667015  -1.1065059   0.00933912
  1.2212747   1.1599026 ]"
1381,1684,"[ 0.59218776  0.05776843 -1.3209662  -0.8382814   0.4061771   1.2640014
  0.4428998   0.31738588  0.30774462 -0.43594152 -1.3300518  -0.0361817
  0.70685065  1.0113837   0.3519312   0.5481518  -0.9491428   0.22320977
  0.6209561   0.96290636]"
1382,2336,"[-0.18317005 -0.22239602  0.3186089   0.30508006 -0.33845767 -0.3612151
  0.15422907 -0.14543387 -0.06809252  0.09113872  0.25587758  0.24643895
 -0.3268619  -0.13524693 -0.2273759   0.1077964   0.08774529  0.0599765
 -0.37497085 -0.10044444]"
1383,2008,"[ 0.41478553 -0.02356494 -1.026804   -0.56955665  0.31189167  0.9326693
  0.44476056  0.30702448  0.23526976 -0.3429137  -1.0227202   0.09592869
  0.4780867   0.84072673  0.22431342  0.5109018  -0.78270143  0.23466718
  0.36519915  0.78657776]"
1384,76,"[ 0.16488075 -0.14043011 -0.52084845 -0.23652792  0.02420434  0.45833337
  0.42190993  0.14918     0.16834655 -0.1469785  -0.5820809   0.2227364
  0.12897843  0.5160743   0.02657279  0.43546554 -0.49743736  0.18389605
  0.05535987  0.5125816 ]"
1385,792,"[ 0.5057123   0.16339661 -1.0179845  -0.6342075   0.4259971   0.85808575
  0.2162318   0.34831497  0.23712361 -0.35281038 -0.8980198  -0.11686735
  0.55307317  0.69617796  0.40211213  0.2705997  -0.7517516   0.15774639
  0.5304073   0.7113976 ]"
1386,1109,"[ 1.1062558   0.62496215 -1.835744   -1.3833151   1.0131035   1.6605024
 -0.11716622  0.60119563  0.49358788 -0.66849047 -1.695041   -0.80106944
  1.3138705   0.9620868   1.0209801   0.06854214 -1.1367431  -0.05709456
  1.39918     1.1331812 ]"
1387,421,"[ 0.99644685  0.50825435 -1.6858338  -1.2599765   0.89037323  1.536223
  0.00891527  0.5575741   0.46749976 -0.5839689  -1.5940973  -0.6226283
  1.1500238   0.9673341   0.86812365  0.19413374 -1.082673    0.01459155
  1.1975445   1.1247935 ]"
1388,2195,"[ 0.5344432   0.13661537 -0.984562   -0.65422565  0.3554386   0.8718882
  0.16901805  0.26868182  0.2853784  -0.31744996 -0.9184186  -0.13980655
  0.5586379   0.6865837   0.37251833  0.2508262  -0.6971525   0.0925783
  0.53486276  0.7093394 ]"
1389,1929,"[ 0.4486243   0.2624127  -0.9062093  -0.56461704  0.4849758   0.8123347
  0.0273214   0.36698806  0.23954813 -0.34627557 -0.77869314 -0.25940123
  0.5424126   0.54579395  0.46839225  0.11460671 -0.59686697  0.01914685
  0.5674489   0.5430672 ]"
1390,2015,"[ 0.4988234   0.19625409 -0.8827926  -0.653288    0.36676595  0.8439068
  0.06700899  0.21868673  0.27704835 -0.31588805 -0.87747294 -0.23566154
  0.5600218   0.5654611   0.37778324  0.15503754 -0.5733116   0.0074736
  0.5611087   0.59939516]"
1391,2457,"[ 0.5907672   0.16295832 -1.097121   -0.7516024   0.42226884  0.9979681
  0.22351453  0.30923983  0.3273686  -0.39127257 -1.1082677  -0.17879258
  0.64931345  0.72078013  0.42149022  0.32369843 -0.8148834   0.09706519
  0.61432916  0.801374  ]"
1392,1291,"[ 0.70055825  0.24964751 -1.4000405  -0.9419196   0.5736238   1.3036076
  0.22370766  0.40542084  0.37217557 -0.4841704  -1.3669324  -0.29341072
  0.8453082   0.9071488   0.5404463   0.35393965 -0.95773005  0.08881925
  0.8163596   0.9584801 ]"
1393,1921,"[ 0.8761533   0.5056667  -1.4783766  -1.1030166   0.80341274  1.4188893
 -0.092094    0.4793684   0.44553602 -0.5687075  -1.4343927  -0.62965184
  1.0387555   0.81375337  0.78581727  0.06912851 -0.90353376 -0.11899889
  1.0893714   0.8898209 ]"
1394,1245,"[ 0.86462945  0.41655785 -1.5143349  -1.0806904   0.7415611   1.3660023
  0.05147507  0.49926224  0.4058305  -0.5461098  -1.4129437  -0.4894865
  0.9993428   0.9043164   0.7566658   0.2103709  -1.0038097   0.03452873
  1.030959    0.9952521 ]"
1395,561,"[ 0.6765665   0.39936227 -1.1993883  -0.89041334  0.6145328   1.1876646
 -0.08992568  0.3567007   0.35516992 -0.48288336 -1.1453295  -0.54719603
  0.8551043   0.63999605  0.63245404  0.03027321 -0.71824807 -0.13903248
  0.8942504   0.6951882 ]"
1396,136,"[ 0.58305806  0.15487789 -1.2367557  -0.81508124  0.46004412  1.2652723
  0.24650367  0.31005052  0.3115421  -0.46296445 -1.2681081  -0.18735743
  0.7328471   0.8590047   0.3676167   0.35757124 -0.8160732   0.05501542
  0.67646563  0.7752484 ]"
1397,1707,"[ 0.78100413  0.27885315 -1.5141208  -1.0382795   0.64382714  1.4099367
  0.2559037   0.43522957  0.38743803 -0.5154142  -1.5095347  -0.3115649
  0.9220771   1.0007983   0.5591787   0.41862768 -1.0349092   0.11466718
  0.8694487   1.0335665 ]"
1398,740,"[ 0.80366415  0.24488382 -1.6257974  -1.0657306   0.62221235  1.5652953
  0.30573535  0.39847872  0.3568506  -0.57450145 -1.6000419  -0.30579233
  0.9849046   1.0834316   0.5660022   0.4641921  -1.0598985   0.13511448
  0.945835    1.0687327 ]"
1399,1875,"[ 0.30234244 -0.09171306 -0.7051256  -0.42113534  0.06608598  0.7197847
  0.378618    0.11283471  0.22246683 -0.22895361 -0.80133104  0.1491231
  0.28787127  0.6356586   0.06297617  0.42473906 -0.5554074   0.1471728
  0.21049473  0.5762071 ]"
1400,1556,"[-0.6565963  -0.51906884  1.1210895   0.9528315  -0.7607376  -1.2314249
  0.27271786 -0.3503062  -0.29918817  0.50236714  1.0333941   0.59787965
 -0.9813135  -0.5700877  -0.66486377  0.15643653  0.61093754  0.19529612
 -1.0425495  -0.46349746]"
1401,611,"[ 0.9460459   0.5207375  -1.5623084  -1.197579    0.8189299   1.4463223
 -0.08078195  0.466408    0.45197913 -0.5785533  -1.4810168  -0.6355385
  1.0872492   0.8609504   0.8113816   0.08242597 -0.9835689  -0.05720472
  1.1562096   0.9603346 ]"
1402,576,"[ 1.0151376e+00  4.8660520e-01 -1.7102606e+00 -1.2690246e+00
  8.4400797e-01  1.5411772e+00 -2.8294846e-02  4.9472749e-01
  4.6667632e-01 -5.8537847e-01 -1.5831248e+00 -6.1014956e-01
  1.1606761e+00  9.6425968e-01  8.7427801e-01  1.6147238e-01
 -1.1037475e+00  7.9340860e-04  1.2032045e+00  1.1246762e+00]"
1403,788,"[ 0.6888067   0.511366   -1.1874187  -0.88695174  0.7831882   1.1806841
 -0.26513276  0.44234395  0.3985256  -0.5973415  -1.1256045  -0.7728899
  0.95692104  0.4703605   0.79187113 -0.08103047 -0.6932022  -0.29492337
  1.024207    0.5794009 ]"
1404,543,"[ 1.2224386   0.7963092  -2.0592017  -1.5083814   1.2067761   1.912997
 -0.27624723  0.67931426  0.53957474 -0.78903174 -1.8515879  -1.0287898
  1.5171524   1.0029802   1.2206154  -0.05356425 -1.1796314  -0.18654317
  1.6376803   1.1397374 ]"
1405,1566,"[ 4.0025607e-01  3.9209314e-02 -9.3760884e-01 -5.4233736e-01
  2.9316396e-01  8.4793824e-01  2.9490367e-01  2.4251276e-01
  2.2813554e-01 -2.8807938e-01 -8.7234175e-01 -6.8522850e-04
  4.5351797e-01  7.0614362e-01  2.6687145e-01  3.4784812e-01
 -7.0889699e-01  1.5955487e-01  4.0856826e-01  6.7072302e-01]"
1406,426,"[ 1.0017086   0.49515846 -1.8609656  -1.3287433   0.93080145  1.754029
  0.06650398  0.5609781   0.47856593 -0.6860975  -1.7787852  -0.6431546
  1.2608252   1.0758656   0.8821101   0.24595466 -1.1850154  -0.01235404
  1.2821312   1.1963416 ]"
1407,1414,"[ 0.42183238  0.11774166 -0.9225828  -0.5977506   0.35983086  0.8791121
  0.25816137  0.29350513  0.259825   -0.3387668  -0.9404969  -0.11645758
  0.5300001   0.66993105  0.30696136  0.31616363 -0.69922096  0.06500539
  0.4701734   0.66888833]"
1408,1844,"[ 1.0685823   0.63007075 -1.7943174  -1.346986    0.99253297  1.6753322
 -0.13498679  0.581941    0.49974626 -0.6973788  -1.6807646  -0.8124458
  1.3070651   0.92920476  0.9892049   0.06044981 -1.1062922  -0.10402088
  1.3742666   1.0609962 ]"
1409,2173,"[ 0.32929713 -0.10049693 -0.82374436 -0.42071095  0.12061942  0.80794716
  0.47180882  0.18856135  0.22750723 -0.25355932 -0.91316754  0.21689638
  0.3066193   0.78856176  0.09259672  0.5167207  -0.6677383   0.22017209
  0.22375153  0.706601  ]"
1410,1558,"[ 0.12251227 -0.31250033 -0.48912263 -0.14639115 -0.12895793  0.30733755
  0.6218476   0.12773277  0.11784157 -0.01196874 -0.484773    0.58096766
 -0.05117249  0.6569179  -0.10133955  0.5949867  -0.5464275   0.44211608
 -0.16349106  0.64682287]"
1411,926,"[ 0.76806605  0.42424014 -1.3276293  -0.9736461   0.6685738   1.2767873
 -0.09877666  0.3582188   0.3954787  -0.5100371  -1.2426505  -0.5816578
  0.9466027   0.67483085  0.68976533  0.0430063  -0.8063382  -0.10197435
  1.0076456   0.75502497]"
1412,786,"[ 0.22501974 -0.00246152 -0.6663631  -0.31755066  0.22012529  0.586475
  0.2935689   0.25084448  0.18667743 -0.23590209 -0.64435965  0.05929207
  0.2832237   0.50433326  0.18310562  0.32433233 -0.5308676   0.10482506
  0.21252598  0.5284692 ]"
1413,1172,"[ 0.66077703  0.30931145 -1.3409561  -0.89265686  0.6589073   1.3132939
  0.1189118   0.44656453  0.34811446 -0.54442114 -1.3125995  -0.38084424
  0.8811285   0.8419132   0.563226    0.23910794 -0.8868547  -0.03469298
  0.8456638   0.83598006]"
1414,1290,"[ 1.1289408   0.6201857  -1.9247781  -1.4355597   1.0009983   1.7965504
 -0.0710296   0.56460094  0.5009829  -0.69254106 -1.8021153  -0.7876661
  1.3379809   1.0521898   1.0008724   0.11711916 -1.1557395  -0.03286014
  1.41311     1.1872295 ]"
1415,2340,"[ 0.5991387   0.15835844 -1.1394467  -0.78454596  0.4077049   1.0594066
  0.23552366  0.31387833  0.31285074 -0.37937614 -1.1503026  -0.15817206
  0.665952    0.808124    0.39388844  0.3551917  -0.8277251   0.12614399
  0.6259755   0.80934   ]"
1416,475,"[ 0.75897056  0.44016638 -1.3729264  -0.98342526  0.7770292   1.3045325
 -0.03975879  0.48561597  0.41786504 -0.56271493 -1.3151234  -0.5798569
  0.97741306  0.7414561   0.7502494   0.12442204 -0.8722801  -0.07930754
  0.9846932   0.81014013]"
1417,997,"[ 0.54866153  0.19514816 -1.1914773  -0.73092973  0.51389855  1.0975734
  0.22002043  0.36903322  0.28081384 -0.44565472 -1.1044974  -0.20501913
  0.69691026  0.7809174   0.4404162   0.30822298 -0.8080346   0.09975408
  0.6473496   0.75656104]"
1418,244,"[ 0.23682901 -0.1130315  -0.65665895 -0.31380215  0.0576793   0.56925464
  0.42389938  0.15817276  0.15968738 -0.1493506  -0.6504292   0.25736034
  0.17946532  0.6328474   0.04321936  0.45803407 -0.55562514  0.25450453
  0.09930645  0.5887107 ]"
1419,2065,"[ 0.7633072   0.3910251  -1.2928178  -0.9708172   0.66347814  1.1875964
 -0.02845598  0.40617672  0.39715588 -0.51218706 -1.2402079  -0.5126827
  0.9101102   0.70155317  0.6772113   0.11959607 -0.86499405 -0.05740285
  0.9321068   0.84276396]"
1420,1795,"[ 0.44969252  0.07218767 -0.93453157 -0.6074319   0.27037498  0.93034106
  0.23900168  0.20861554  0.25083518 -0.3427704  -0.96737885 -0.07511458
  0.499418    0.66058755  0.26282895  0.3213203  -0.6555369   0.08227047
  0.4803496   0.6349153 ]"
1421,2357,"[ 0.03443322 -0.29184803 -0.15250477 -0.0015822  -0.2536155   0.10266272
  0.4115589  -0.04298848  0.058113   -0.04071362 -0.27020785  0.36087066
 -0.11801619  0.2595969  -0.18761541  0.39380386 -0.26199016  0.19819206
 -0.22066955  0.27816367]"
1422,884,"[ 0.7219337   0.32815796 -1.4336087  -0.93440217  0.63698274  1.2991611
  0.16634405  0.43138206  0.33019334 -0.4854418  -1.2875088  -0.36031958
  0.8796871   0.9169146   0.61456263  0.2747374  -0.94826216  0.10394821
  0.8899109   0.9251108 ]"
1423,1768,"[ 1.0447636   0.5830632  -1.931176   -1.3994975   1.00571     1.9405833
 -0.02364282  0.5649129   0.50590396 -0.79719985 -1.908436   -0.7859244
  1.3789835   1.063732    0.9000444   0.19286849 -1.1683477  -0.14086503
  1.389658    1.1209306 ]"
1424,1716,"[ 0.94912875  0.42189443 -1.7092474  -1.186905    0.7721061   1.6218896
  0.0832046   0.4572991   0.42450336 -0.6345364  -1.6521341  -0.5451278
  1.139499    1.0022311   0.7631982   0.26503602 -1.0845898   0.0120159
  1.144796    1.0523118 ]"
1425,1303,"[ 0.2756914  -0.04679692 -0.73078495 -0.37656337  0.17831196  0.57938635
  0.3917413   0.24338764  0.15721712 -0.19674392 -0.65842754  0.1668189
  0.2717601   0.6319517   0.1531234   0.39379522 -0.62249976  0.26169765
  0.21014917  0.61799663]"
1426,2486,"[ 0.35299057 -0.07531331 -0.88028175 -0.47856155  0.14503849  0.85289323
  0.43816563  0.16423717  0.20192084 -0.23944673 -0.88586     0.15185197
  0.3511088   0.7787518   0.11616509  0.4552962  -0.6726143   0.2160035
  0.30030724  0.6942736 ]"
1427,482,"[-0.45320803 -0.58138156  0.47322243  0.59247667 -0.66329294 -0.47021377
  0.564134   -0.2535523  -0.16498807  0.23419687  0.31528258  0.71502537
 -0.6498728   0.00575877 -0.585371    0.43994957  0.16159233  0.2776861
 -0.7857255  -0.07643983]"
1428,1238,"[ 0.61580884  0.18643689 -1.281984   -0.8317775   0.5337287   1.2143438
  0.24446166  0.3836663   0.35332957 -0.47133842 -1.2678206  -0.22284786
  0.7581566   0.87298846  0.4697642   0.39723083 -0.88854456  0.07290217
  0.6939832   0.8923953 ]"
1429,1772,"[ 0.3668109   0.00228155 -0.8804653  -0.5112415   0.2268747   0.8352656
  0.31590632  0.20345774  0.21517849 -0.3167694  -0.8624921   0.01873725
  0.43353167  0.6948658   0.20977792  0.3867651  -0.66222465  0.15317786
  0.37466273  0.6370368 ]"
1430,324,"[ 1.2291411   0.65063345 -2.0862808  -1.5499878   1.0286117   1.9990715
 -0.05990066  0.54043543  0.5314622  -0.7518935  -2.0034935  -0.87039685
  1.4585521   1.116547    1.0402154   0.15191807 -1.2306958  -0.0747096
  1.5341301   1.2628388 ]"
1431,1664,"[ 1.1010436   0.65424544 -1.960046   -1.4208837   1.0733756   1.8945227
 -0.11245508  0.5945956   0.53439784 -0.8081128  -1.8891008  -0.88277435
  1.4299605   1.0090758   1.019652    0.11805621 -1.1855798  -0.15952703
  1.4646385   1.1311492 ]"
1432,167,"[ 0.74724185  0.27657172 -1.3602611  -0.96112496  0.56636786  1.3405887
  0.16322526  0.3655542   0.38358673 -0.5027644  -1.3794024  -0.33370697
  0.86508596  0.8999685   0.53509057  0.28385052 -0.9019881   0.02724189
  0.8699837   0.90027636]"
1433,1185,"[ 1.0730464   0.58391494 -1.7610538  -1.3329617   0.94312096  1.5986601
 -0.10623803  0.5429223   0.4879097  -0.6465348  -1.6327335  -0.75428087
  1.2403562   0.9242446   0.969752    0.07612769 -1.1097691  -0.0647312
  1.3235157   1.0991546 ]"
1434,953,"[ 0.07953201 -0.3734244  -0.22796965 -0.02060631 -0.32471892  0.05718951
  0.54316694 -0.04350664  0.06895855  0.0451012  -0.30276638  0.56700385
 -0.19714938  0.42729482 -0.20432943  0.5248397  -0.3915526   0.39837152
 -0.2927498   0.48241416]"
